552	528
152	821
892	148
1	461
914	632
19	8
155	131
903	115
939	447
656	22
612	268
169	204
285	765
630	325
189	520
892	225
46	395
735	431
559	631
795	834
396	741
339	49
27	601
719	278
731	681
612	493
735	126
217	539
112	722
387	39
339	395
356	106
735	668
128	501
681	123
22	131
460	199
140	850
56	474
459	795
834	381
3	375
591	122
655	849
248	886
793	870
443	332
54	469
879	827
872	215
728	301
427	171
406	608
896	893
904	833
834	579
16	929
929	568
211	843
371	282
635	662
922	803
495	798
775	281
248	12
804	436
808	707
771	7
765	925
447	268
552	235
22	676
771	711
74	914
458	510
502	925
37	319
627	241
664	717
445	799
326	853
245	87
293	96
614	39
249	197
39	763
221	847
207	201
181	921
671	826
39	935
688	275
765	602
541	468
559	199
889	635
157	842
541	48
727	226
905	339
85	856
886	226
691	47
607	565
230	757
73	341
578	381
475	188
662	388
401	131
13	157
366	270
169	114
766	358
761	196
621	102
617	181
509	842
549	618
704	859
530	7
443	565
196	854
356	179
125	414
675	418
747	629
270	325
926	7
240	163
825	274
615	565
703	768
769	188
276	783
38	556
52	210
819	909
614	756
762	123
253	111
51	83
840	1
418	491
716	465
179	223
867	401
604	235
146	302
247	250
895	498
445	524
369	208
191	618
148	721
707	32
561	613
212	199
863	915
704	904
23	743
407	85
782	37
208	571
624	855
529	319
623	211
509	414
926	390
928	239
548	642
790	818
476	567
490	382
389	316
777	74
673	66
354	520
75	602
707	307
374	270
834	758
583	370
915	303
225	399
680	594
642	540
57	600
458	350
333	496
678	74
256	858
58	605
251	822
591	327
519	430
722	844
116	623
230	686
22	72
68	258
535	683
174	606
640	356
526	574
447	365
538	434
737	695
715	251
725	281
142	280
734	224
577	115
411	129
250	477
240	844
349	340
765	834
892	35
639	248
467	784
310	224
696	511
590	210
912	862
850	764
356	625
177	371
762	811
512	494
84	167
718	349
842	501
180	129
315	793
299	19
230	575
142	134
314	832
598	794
408	213
58	402
771	137
887	718
798	0
240	634
203	723
867	152
803	543
177	684
642	32
438	85
825	39
298	383
197	166
742	284
583	94
155	924
291	546
816	86
140	452
176	408
89	305
842	133
894	645
535	838
527	688
531	64
652	483
867	716
419	184
39	353
412	413
309	582
775	808
99	625
599	449
715	153
926	366
412	745
850	859
780	829
552	621
84	117
891	21
312	538
358	674
19	346
712	327
673	660
639	490
473	261
289	442
543	113
595	96
554	376
56	793
495	353
387	625
936	441
737	534
822	190
252	583
523	624
321	127
62	727
388	623
542	481
799	572
114	804
876	156
817	798
709	535
455	599
289	704
456	919
856	759
36	516
727	53
726	176
172	715
914	92
602	637
483	67
615	895
32	455
246	858
814	717
331	853
767	54
913	882
819	787
876	883
434	279
807	344
579	204
127	220
103	621
423	250
676	822
475	139
848	477
305	280
805	843
529	748
714	162
593	759
679	130
24	833
305	698
700	762
544	613
426	555
490	226
469	911
155	318
882	903
277	811
798	324
569	377
426	96
544	82
514	933
228	330
715	259
846	314
370	815
632	898
876	3
423	652
857	433
756	671
233	534
564	576
346	602
448	515
254	218
914	908
537	614
545	161
621	874
120	225
235	420
109	639
599	887
766	711
647	205
65	910
328	106
102	499
592	282
893	849
412	553
528	742
698	785
356	302
869	722
669	354
717	147
178	154
668	690
521	927
376	771
613	195
31	203
175	427
34	9
165	130
746	8
110	43
690	124
583	811
894	894
372	197
578	473
271	591
486	856
220	906
247	671
815	467
729	726
325	792
717	336
309	363
286	757
191	520
205	425
553	146
82	404
194	95
52	93
869	838
472	668
418	278
80	316
434	639
766	412
420	500
938	818
286	689
449	403
591	554
23	112
301	83
57	86
66	726
37	478
209	916
446	299
800	254
690	458
281	828
868	901
16	144
162	835
835	824
122	835
69	665
857	715
517	383
721	722
118	854
331	37
827	404
503	108
303	894
639	712
700	694
152	801
453	463
