723	851	1
723	841	1
851	615	10
851	524	10
540	211	1
540	745	10
540	109	10
211	843	1
89	418	1
89	651	1
89	604	10
89	305	1
418	491	1
418	73	10
418	310	10
418	797	1
418	61	1
418	278	1
25	491	1
25	669	1
650	303	1
650	431	10
650	501	10
303	596	10
303	894	1
303	323	1
303	196	10
256	634	1
256	858	1
634	363	10
634	488	10
634	741	10
213	590	1
590	422	10
590	210	1
847	636	1
847	363	10
636	118	10
636	49	10
503	142	1
503	146	1
503	108	1
142	280	1
142	134	1
716	138	1
716	582	10
716	465	1
138	282	1
138	299	1
3	657	1
3	375	1
657	819	10
657	616	1
544	676	1
544	613	1
544	82	1
676	145	10
676	822	1
750	570	1
570	27	1
570	509	10
729	557	1
729	726	1
729	111	1
729	572	10
557	870	10
461	18	1
461	697	10
461	359	10
575	99	1
575	269	1
575	133	1
99	475	10
99	625	1
214	508	1
214	836	10
508	379	10
508	497	10
508	620	10
309	661	1
309	363	1
309	582	1
661	523	10
661	new_var_4	1
661	333	10
735	345	1
735	789	1
735	431	1
735	90	1
735	668	1
735	320	1
735	126	1
345	355	10
93	366	1
93	758	10
93	583	10
93	860	10
366	270	1
422	446	1
422	637	10
422	259	1
446	162	1
446	299	1
446	696	10
493	151	1
493	386	10
493	664	10
151	8	10
373	462	1
373	434	10
373	625	1
373	796	1
462	466	10
462	313	10
462	486	10
709	861	1
709	259	1
709	535	1
709	27	10
861	112	1
861	879	10
861	833	10
892	523	1
892	212	1
892	225	1
892	220	10
892	36	1
892	35	1
892	148	1
523	624	1
523	897	1
296	254	1
296	234	10
254	218	1
254	134	10
621	788	1
621	102	1
621	231	1
621	558	1
621	430	10
621	874	1
788	291	1
328	610	1
328	106	1
328	399	10
328	513	10
610	240	1
610	808	10
610	936	1
86	556	1
556	621	10
556	584	1
556	78	10
556	656	10
556	558	10
556	682	10
692	405	1
692	292	10
405	155	1
405	758	10
405	376	10
695	30	1
695	23	10
695	273	10
30	809	1
30	102	1
30	155	10
697	87	1
564	309	10
564	26	1
564	576	1
564	560	10
26	342	10
550	482	1
550	310	10
550	469	10
482	467	10
427	617	1
427	171	1
617	217	10
617	181	1
637	642	1
637	95	10
642	540	1
642	32	1
848	761	1
848	412	10
848	477	1
761	4	10
761	196	1
654	492	1
542	248	1
542	714	1
542	481	1
542	361	10
248	463	10
248	12	1
248	886	1
248	226	10
401	688	1
401	632	1
401	131	1
401	888	1
401	233	1
401	5	10
688	413	1
688	510	10
688	275	1
632	67	10
632	445	10
632	702	1
632	561	10
632	898	1
632	806	10
1	461	1
1	536	1
1	796	10
1	348	10
606	335	1
606	428	10
606	671	1
606	652	10
606	875	10
606	555	1
606	818	1
606	104	10
335	345	10
335	749	10
347	698	1
347	168	1
347	52	10
698	785	1
235	657	1
235	811	1
235	468	1
235	474	10
235	420	1
9	427	10
9	182	1
9	894	10
182	786	10
408	213	1
408	726	1
408	28	10
726	176	1
789	798	1
789	500	1
770	786	1
786	651	10
786	448	10
551	3	10
551	710	1
551	364	1
551	824	10
710	79	10
398	643	1
398	312	1
398	775	10
586	851	1
586	296	10
586	470	10
754	455	1
455	95	1
455	245	10
455	599	1
259	819	1
259	815	1
259	823	1
819	673	10
819	787	1
819	909	1
466	412	1
