926	531	0
889	450	0
292	48	0
658	481	0
929	818	0
477	498	0
359	642	0
13	650	0
637	95	0
387	391	0
285	615	0
364	22	0
158	254	0
240	217	0
587	90	0
34	220	0
400	360	0
300	414	0
634	363	0
912	669	0
245	11	0
415	117	0
268	728	0
844	345	0
926	96	0
459	305	0
283	475	0
650	431	0
838	59	0
659	402	0
51	850	0
108	60	0
121	347	0
310	931	0
346	60	0
179	136	0
186	318	0
214	836	0
582	745	0
939	906	0
606	875	0
656	560	0
636	118	0
333	739	0
771	269	0
671	848	0
755	383	0
702	439	0
745	735	0
195	840	0
450	46	0
218	849	0
393	596	0
843	5	0
461	359	0
773	84	0
422	637	0
561	538	0
901	112	0
346	717	0
634	741	0
690	358	0
509	36	0
92	729	0
215	381	0
59	302	0
721	0	0
766	119	0
669	638	0
557	870	0
339	701	0
55	4	0
247	190	0
556	621	0
141	440	0
106	522	0
310	351	0
911	507	0
482	467	0
173	870	0
426	26	0
772	214	0
219	463	0
216	548	0
632	561	0
605	704	0
230	364	0
802	29	0
37	502	0
807	629	0
130	696	0
659	192	0
632	806	0
772	268	0
597	939	0
892	220	0
66	75	0
507	483	0
497	578	0
740	491	0
29	260	0
462	466	0
250	74	0
587	617	0
402	675	0
740	632	0
650	501	0
392	277	0
250	699	0
507	374	0
893	672	0
518	550	0
34	629	0
310	349	0
606	104	0
163	863	0
924	632	0
713	704	0
532	88	0
384	327	0
401	5	0
859	605	0
814	158	0
802	194	0
556	558	0
688	510	0
253	606	0
356	468	0
693	406	0
474	219	0
92	896	0
274	29	0
105	221	0
746	484	0
921	245	0
583	351	0
402	833	0
646	110	0
660	301	0
477	279	0
581	205	0
236	868	0
17	699	0
228	15	0
667	476	0
513	802	0
673	899	0
474	456	0
208	520	0
596	826	0
68	260	0
380	934	0
251	744	0
84	575	0
829	701	0
733	689	0
444	310	0
896	568	0
148	398	0
251	762	0
805	712	0
9	894	0
556	78	0
709	27	0
507	584	0
679	387	0
596	378	0
10	436	0
203	40	0
399	354	0
870	124	0
433	710	0
498	773	0
55	417	0
45	263	0
439	929	0
342	426	0
316	331	0
183	881	0
137	287	0
397	863	0
67	466	0
19	550	0
132	42	0
782	896	0
614	30	0
837	608	0
392	249	0
342	931	1
614	894	1
618	205	1
701	358	1
831	new_var_9	1
new_var_4	58	1
724	new_var_7	1
475	156	1
187	608	1
78	48	1
707	81	1
379	124	1
778	598	1
118	204	1
117	897	1
186	98	1
266	736	1
433	868	1
842	376	1
241	112	1
494	363	1
787	120	1
819	469	1
591	806	1
279	110	1
166	290	1
482	493	1
647	930	1
481	259	1
230	23	1
594	34	1
900	828	1
551	283	1
505	269	1
920	534	1
688	145	1
878	524	1
342	153	1
551	104	1
191	879	1
132	647	1
95	886	1
167	207	1
677	390	1
850	249	1
556	359	1
54	586	1
539	894	1
137	824	1
562	927	1
295	731	1
413	125	1
840	625	1
838	296	1
661	95	1
588	427	1
795	525	1
898	186	1
332	14	1
565	490	1
688	575	1
179	60	1
284	302	1
769	712	1
741	502	1
312	324	1
233	620	1
210	576	1
929	770	1
636	557	1
122	95	1
134	197	1
836	63	1
205	449	1
739	119	1
806	91	1
732	430	1
180	377	1
745	217	1
348	868	1
763	736	1
29	671	1
205	830	1
327	615	1
474	179	1
894	477	1
29	86	1
861	159	1
412	782	1
56	416	1
361	234	1
474	158	1
928	636	1
931	529	1
748	28	1
275	714	1
76	123	1
829	251	1
62	462	1
146	235	1
791	875	1
720	926	1
622	312	1
550	925	1
798	10	1
652	583	1
24	766	1
327	663	1
265	593	1
6	316	1
751	106	1
386	159	1
915	4	1
834	765	1
new_var_10	281	1
369	747	1
89	894	1
115	564	1
183	105	1
29	835	1
52	374	1
771	361	1
533	530	1
548	312	1
755	346	1
783	876	1
858	543	1
521	601	1
603	565	1
168	90	1
77	618	1
926	746	1
699	587	1
917	522	1
217	744	1
257	470	1
540	203	1
396	563	1
605	248	1
306	878	1
922	437	1
685	228	1
254	905	1
832	128	1
806	413	1
37	721	1
182	253	1
144	262	1
432	293	1
596	699	1
404	884	1
233	476	1
282	18	1
323	197	1
315	278	1
149	100	1
597	160	1
486	273	1
362	743	1
347	749	1
267	900	1
395	274	1
598	674	1
469	37	1
385	173	1
191	31	1
708	514	1
314	632	1
335	224	1
515	25	1
2	55	1
571	427	1
611	733	1
new_var_12	399	1
267	888	1
372	328	1
387	183	1
504	623	1
314	129	1
241	251	1
405	697	1
590	431	1
112	69	1
428	14	1
549	new_var_8	1
196	623	1
767	682	1
171	586	1
845	155	1
676	619	1
295	107	1
new_var_2	538	1
497	61	1
511	203	1
96	906	1
251	696	1
380	156	1
379	875	1
39	597	1
38	176	1
711	844	1
741	167	1
120	912	1
668	110	1
43	16	1
304	236	1
911	480	1
331	new_var_6	1
255	88	1
657	681	1
6	928	1
719	209	1
741	126	1
695	747	1
296	550	1
672	549	1
158	241	1
215	583	1
441	638	1
851	177	1
566	250	1
189	479	1
250	196	1
526	906	1
532	604	1
705	646	1
870	330	1
868	881	1
324	115	1
920	198	1
456	24	1
475	743	1
724	876	1
567	700	1
872	28	1
625	395	1
237	283	1
565	436	1
433	310	1
712	27	1
825	418	1
190	682	1
757	211	1
372	763	1
255	new_var_3	1
542	103	1
881	49	1
345	752	1
58	25	1
371	75	1
853	29	1
522	492	1
691	707	1
813	173	1
869	832	1
591	5	1
235	488	1
21	15	1
842	880	1
646	629	1
818	8	1
721	646	1
345	348	1
778	414	1
772	497	1
216	522	1
702	758	1
65	746	1
139	446	1
504	276	1
237	new_var_5	1
260	482	1
772	678	1
880	174	1
new_var_11	223	1
27	617	1
165	3	1
840	453	1
516	207	1
897	490	1
692	382	1
579	569	1
699	100	10
591	659	10
870	197	10
431	844	10
732	476	10
67	10	10
215	598	10
166	95	10
78	95	10
327	647	10
384	586	10
240	203	10
586	296	10
21	619	10
602	830	10
314	735	10
869	28	10
625	59	10
878	310	10
433	894	10
139	453	10
196	89	10
182	786	10
691	513	10
748	629	10
483	60	10
707	697	10
348	281	10
312	414	10
240	886	10
812	513	10
149	144	10
851	615	10
171	395	10
732	490	10
405	758	10
304	437	10
459	274	10
890	568	10
432	2	10
667	634	10
661	333	10
275	210	10
904	416	10
901	922	10
30	155	10
713	61	10
220	681	10
778	925	10
763	900	10
76	392	10
481	413	10
279	418	10
295	209	10
819	673	10
162	826	10
636	49	10
556	682	10
724	384	10
861	833	10
713	849	10
47	88	10
205	251	10
611	103	10
548	179	10
719	278	10
736	126	10
571	526	10
474	317	10
546	714	10
120	112	10
191	438	10
728	423	10
596	274	10
43	744	10
792	316	10
783	16	10
594	633	10
113	293	10
431	618	10
928	514	10
282	444	10
190	558	10
568	81	10
521	62	10
56	627	10
203	876	10
538	312	10
791	422	10
237	463	10
146	269	10
260	888	10
198	593	10
922	747	10
400	262	10
747	700	10
306	468	10
504	223	10
842	836	10
551	824	10
711	625	10
853	27	10
6	204	10
758	165	10
89	604	10
228	770	10
323	501	10
505	790	10
778	403	10
122	445	10
134	508	10
65	601	10
904	207	10
458	431	10
672	342	10
897	670	10
140	866	10
144	218	10
832	885	10
391	382	10
391	290	10
385	123	10
335	345	10
744	570	10
550	310	10
64	186	10
708	219	10
90	663	10
842	736	10
622	884	10
657	819	10
242	752	10
861	879	10
666	624	10
818	57	10
56	707	10
900	859	10
931	217	10
191	790	10
511	18	10
413	930	10
579	112	10
868	482	10
677	342	10
257	399	10
565	23	10
396	931	10
685	579	10
387	911	10
502	712	10
8	574	10
37	564	10
265	53	10
428	721	10
859	276	10
284	602	10
464	449	10
515	881	10
158	522	10
751	48	10
327	37	10
415	828	10
400	565	10
550	469	10
469	634	10
183	868	10
720	480	10
189	420	10
646	358	10
795	549	10
291	354	10
140	55	10
603	743	10
119	542	10
145	5	10
693	31	10
386	28	10
605	922	10
362	477	10
551	3	10
894	678	10
90	359	10
851	524	10
77	871	10
379	63	10
565	37	10
486	532	10
695	273	10
6	377	10
787	330	10
332	560	10
494	266	10
39	490	10
898	324	10
426	763	10
834	534	10
562	647	10
387	88	10
205	197	10
314	86	10
64	905	10
412	392	10
438	207	10
627	283	10
701	211	10
590	422	10
456	522	10
618	8	10
441	576	10
915	735	10
614	26	10
494	153	10
907	529	10
4	176	10
251	623	10
796	525	10
84	120	10
180	885	10
210	27	10
676	145	10
727	156	10
62	390	10
48	470	10
762	128	10
668	91	10
588	69	10
237	493	10
41	743	10
858	871	10
379	765	10
324	196	10
739	259	10
54	787	10
769	665	10
46	174	10
591	479	10
516	361	10
187	876	10
672	117	10
217	160	10
19	224	10
508	620	10
664	530	10
124	214	10
504	868	10
740	212	10
395	235	10
813	146	10
296	234	10
230	312	10
762	897	10
418	73	10
921	689	10
508	497	10
745	104	10
917	832	10
724	690	10
29	930	10
295	560	10
24	808	10
850	674	10
772	158	10
598	928	10
137	586	10
372	177	10
335	749	10
595	283	10
920	636	10
102	560	10
38	129	10
167	110	10
23	927	10
313	445	10
712	492	10
433	926	10
549	205	10
121	159	10
372	728	10
484	327	10
705	682	10
920	706	10
349	920	10
