926	894	10
926	710	10
531	96	0
531	746	1
531	146	0
531	845	1
531	319	0
889	868	1
292	830	1
292	542	10
48	333	10
48	406	10
48	210	1
48	904	1
48	127	1
929	179	10
929	735	10
929	104	10
929	520	10
929	290	1
818	251	1
818	770	1
818	235	1
818	579	0
818	181	0
477	132	1
498	364	10
498	279	0
359	217	1
359	621	1
359	230	1
359	558	1
359	78	1
359	663	10
359	697	10
359	653	1
642	803	0
650	345	10
650	186	10
650	560	10
650	269	10
650	696	10
650	145	0
650	905	10
650	567	10
650	373	10
650	99	10
637	533	1
95	121	1
95	647	10
95	56	10
95	904	10
95	403	1
391	911	10
391	88	10
391	301	1
391	183	1
391	41	1
285	339	1
285	618	1
285	348	1
285	871	10
285	703	10
285	895	10
615	376	1
615	524	10
615	663	1
615	880	1
615	857	1
364	498	10
364	279	10
364	23	1
364	312	10
158	268	10
158	179	1
158	214	10
158	219	1
158	456	1
158	837	10
158	566	10
158	569	10
158	727	10
254	522	10
254	241	1
254	890	0
217	359	1
217	735	1
217	621	1
217	558	1
217	78	1
217	203	10
217	886	10
217	732	1
217	563	1
217	237	10
217	516	1
217	645	1
217	308	1
90	617	0
90	160	1
220	629	0
220	328	1
220	866	1
220	272	1
400	119	1
400	738	10
360	565	10
360	262	10
414	117	1
414	598	1
414	768	1
634	476	10
634	608	1
634	115	10
363	741	0
363	488	0
363	303	1
912	864	10
669	8	1
669	181	10
669	725	10
245	560	1
245	689	10
415	10	1
415	691	10
117	414	1
117	342	10
117	828	10
117	768	1
268	158	10
268	214	0
268	497	1
268	837	0
268	566	0
268	678	1
268	569	0
728	281	10
728	177	10
728	810	10
844	345	1
844	310	10
844	704	10
844	618	1
844	618	10
844	524	1
844	922	10
844	185	10
345	650	10
345	844	1
345	186	10
345	696	10
345	618	0
345	898	10
345	905	10
345	749	10
345	567	10
345	373	10
96	531	0
96	746	1
96	146	0
96	845	1
96	319	0
305	274	10
283	431	10
283	104	1
283	342	10
283	749	1
283	new_var_5	1
283	403	10
431	283	10
431	501	0
431	342	10
59	296	1
59	257	1
59	877	1
659	479	10
402	192	0
402	91	1
60	136	1
60	717	0
60	197	1
60	796	10
60	243	1
121	95	1
347	591	1
347	159	10
347	8	10
310	844	10
310	868	1
310	444	1
310	710	1
310	469	1
310	469	10
310	449	10
310	446	1
310	73	10
310	185	10
310	299	1
931	4	1
931	351	0
931	426	1
931	349	0
931	153	1
931	174	10
931	822	10
931	909	1
346	383	1
346	102	1
179	929	10
179	158	1
179	219	1
179	456	1
179	520	10
179	58	10
179	242	10
136	60	1
136	197	1
136	935	10
186	650	10
186	345	10
186	690	1
186	696	10
186	905	10
186	567	10
186	544	1
186	373	10
318	675	0
318	833	0
318	98	1
318	612	0
214	158	10
214	268	0
214	497	1
214	837	0
214	566	0
214	678	1
214	569	0
836	840	10
836	736	10
836	687	10
582	260	1
582	878	10
582	382	1
745	203	1
745	174	1
745	109	10
939	358	1
939	160	1
906	173	1
906	124	10
906	182	1
906	797	0
606	909	10
875	104	0
875	110	1
875	124	1
875	342	10
875	14	1
875	652	0
875	428	0
875	227	1
656	621	10
656	558	10
656	78	10
656	682	10
560	650	10
560	245	1
560	145	10
560	209	10
560	695	10
560	309	10
636	706	10
118	557	1
118	49	10
333	48	10
333	523	10
739	505	1
269	650	10
269	361	1
269	25	10
269	99	10
671	260	1
671	565	1
671	86	1
671	835	1
671	473	1
848	26	10
848	263	10
848	30	10
755	522	1
755	548	0
755	42	10
383	346	1
