305	57	0
434	62	0
51	19	0
402	98	0
332	158	1
98	88	1
320	407	1
428	235	1
137	418	1
44	21	1
218	280	1
421	168	1
227	339	1
348	358	1
225	428	1
158	4	1
368	268	1
72	194	1
156	337	1
307	401	1
330	79	1
155	295	1
114	155	1
420	409	1
199	319	1
193	120	1
390	2	1
106	101	1
390	204	1
289	152	1
3	276	1
424	261	1
148	407	1
98	23	1
176	171	1
301	83	1
179	266	1
134	31	1
42	419	1
381	269	1
173	191	1
89	361	1
126	302	1
128	403	1
410	195	1
100	305	1
217	193	1
97	264	1
300	392	1
301	41	1
122	80	1
250	92	1
322	328	1
379	390	1
29	0	1
214	185	1
383	268	1
282	163	1
396	200	1
371	330	1
170	153	1
356	428	1
301	137	1
24	320	1
230	394	1
279	83	1
176	418	1
385	83	1
345	109	1
50	153	1
20	346	1
358	410	1
406	157	1
137	235	1
316	317	1
66	134	1
286	305	1
78	291	1
319	35	1
161	130	1
245	395	1
234	431	1
345	353	1
145	21	1
345	189	1
219	352	1
433	295	1
240	93	1
382	222	1
104	218	1
20	98	1
332	115	1
321	114	1
97	41	1
194	422	1
394	103	1
105	25	1
122	325	1
365	47	1
338	166	1
56	410	1
268	297	1
222	205	1
379	298	1
418	84	1
197	172	1
137	362	1
88	358	1
198	13	1
64	333	1
338	42	1
29	428	1
168	343	1
14	134	1
29	332	1
316	209	1
196	367	1
215	192	1
67	48	1
370	158	1
393	96	1
128	347	1
238	356	1
99	173	1
288	78	1
0	220	1
181	201	1
28	57	1
196	70	1
243	58	1
234	88	1
102	391	1
92	175	1
119	53	1
19	197	1
379	162	1
363	213	1
361	199	1
384	192	1
134	366	1
99	397	1
49	289	1
231	263	1
97	396	1
365	33	1
52	435	1
71	144	1
34	34	1
427	105	1
300	118	1
367	327	1
359	394	1
57	113	1
97	245	1
381	215	1
102	249	1
156	17	1
272	37	1
116	11	1
234	186	1
315	61	1
68	294	1
189	61	1
313	279	1
184	128	1
57	306	1
19	413	1
138	269	1
355	163	1
168	212	1
233	150	1
240	119	1
232	152	1
348	47	1
30	112	1
73	394	1
400	17	1
433	286	1
349	44	1
107	319	1
286	90	1
210	241	1
240	118	1
42	77	1
222	193	1
70	189	1
140	352	1
109	247	1
322	294	1
192	99	1
137	16	1
405	411	1
170	109	1
233	51	1
38	106	1
111	222	1
128	42	1
365	197	1
169	243	1
180	399	1
184	48	1
314	271	1
204	165	1
73	103	1
353	389	1
420	274	1
215	95	1
228	373	1
305	175	1
27	351	1
247	175	1
344	172	1
420	95	1
11	212	1
57	105	1
155	20	1
63	341	1
130	37	1
186	185	1
395	188	1
270	195	1
266	18	1
141	422	1
147	141	1
329	20	1
247	350	1
122	346	1
109	145	1
169	149	1
151	230	1
34	305	1
320	382	1
217	87	1
71	391	1
175	45	1
311	390	1
100	304	1
370	271	1
419	109	1
397	308	1
387	173	1
64	176	1
432	235	1
161	241	1
252	89	1
407	33	1
101	205	1
179	257	1
169	241	1
111	356	1
new_var_1	279	1
152	263	1
264	40	1
253	211	1
140	428	1
140	340	1
335	177	1
409	28	1
254	160	1
301	409	1
127	205	1
262	180	1
351	11	1
339	342	1
7	235	1
267	314	1
393	387	1
336	180	1
29	94	1
38	307	1
153	131	1
53	387	1
273	59	1
157	65	1
387	110	1
0	196	1
390	8	1
70	391	1
310	166	1
82	150	1
136	306	1
324	44	1
50	328	1
256	268	1
226	112	1
105	296	1
176	63	1
50	20	1
225	144	1
325	297	1
292	199	1
254	194	1
122	185	1
218	95	1
396	368	1
186	47	1
63	129	1
322	114	1
19	427	1
93	118	1
329	168	1
198	298	1
125	379	1
98	393	1
180	54	1
255	21	1
153	64	1
37	102	1
412	354	1
51	407	1
310	425	1
191	372	1
335	55	1
225	157	1
134	181	1
74	30	1
376	279	1
206	384	1
286	101	1
142	402	1
152	157	1
314	263	1
91	375	1
225	198	1
119	364	1
398	307	1
245	35	1
237	225	1
187	265	1
144	157	1
172	21	1
154	231	1
97	360	1
222	354	1
389	140	1
110	296	1
30	209	1
173	44	1
163	62	1
167	298	1
171	393	1
230	382	1
101	418	1
116	325	1
87	63	1
118	411	1
135	353	1
337	14	1
102	340	1
166	151	1
320	23	1
68	360	1
112	282	1
95	427	1
76	217	1
24	265	1
278	126	1
367	171	1
380	270	1
42	172	1
31	186	1
367	269	1
113	288	1
173	83	1
163	214	1
162	320	1
106	110	1
24	206	1
403	396	1
257	63	1
163	218	1
23	271	1
231	112	1
411	263	1
65	393	1
172	346	1
353	297	1
43	144	1
321	320	1
157	142	1
338	352	1
34	59	1
148	115	1
376	427	1
284	334	1
90	345	1
135	36	1
85	32	1
354	42	1
10	327	1
228	306	1
318	350	1
258	113	1
363	111	1
81	53	1
194	241	1
206	229	1
19	250	1
114	129	1
264	21	1
410	326	1
50	15	1
204	255	1
73	38	1
303	120	1
126	80	1
31	252	1
103	50	1
339	24	1
90	387	1
68	95	1
248	371	1
376	33	1
387	273	1
434	375	1
39	256	1
101	40	1
130	267	1
408	411	1
198	35	1
436	247	1
99	396	1
83	33	1
43	170	1
233	171	1
65	13	1
349	404	1
121	428	1
180	49	1
290	68	1
127	367	1
371	299	1
116	21	1
119	21	1
335	292	1
419	15	1
295	118	1
55	140	1
127	362	1
241	436	1
260	21	1
370	127	1
129	417	1
419	116	1
301	408	1
411	226	1
341	315	1
51	413	1
146	87	1
93	165	1
227	21	1
8	301	1
45	305	1
95	250	1
new_var_0	74	1
2	357	1
202	159	1
278	370	1
249	269	1
301	380	1
126	256	1
246	286	1
308	14	1
145	307	1
337	272	1
425	167	1
57	163	1
54	227	1
287	421	1
372	107	1
203	431	1
374	111	1
123	247	1
224	78	1
99	25	1
370	198	1
273	394	1
285	28	1
84	218	1
392	112	1
416	15	1
367	154	1
5	179	1
233	138	1
136	331	1
65	295	1
256	40	1
56	191	1
107	112	1
385	78	1
64	392	1
418	124	1
213	294	1
416	395	1
236	235	1
75	349	1
436	162	1
384	336	1
166	337	1
74	67	1
56	61	1
61	295	1
362	218	1
147	110	1
68	289	1
378	283	1
316	21	1
309	230	1
243	217	1
283	53	1
253	71	1
432	263	1
318	322	1
150	339	1
0	25	1
227	229	1
244	172	1
335	258	1
337	358	1
80	175	1
3	355	1
112	360	1
362	166	1
434	95	1
70	76	1
83	130	1
281	322	1
65	181	1
207	348	1
380	107	1
