676	822	0
676	608	10
676	760	1
822	379	10
822	407	10
648	354	0
648	784	10
648	346	1
354	679	0
30	734	0
734	622	1
739	534	0
739	387	0
534	744	10
783	140	0
783	191	10
783	670	0
783	877	10
140	13	10
140	855	1
140	288	1
842	305	0
842	230	1
305	217	0
305	608	1
305	887	10
305	306	0
99	605	0
99	574	10
99	361	0
99	230	0
99	175	1
99	83	0
466	90	0
90	424	10
90	520	0
805	100	0
805	272	10
100	345	0
891	854	0
891	725	0
891	397	1
854	295	10
31	295	0
589	832	0
589	536	0
912	778	0
912	935	10
912	227	0
912	130	10
778	614	0
778	177	10
472	394	0
472	773	10
472	480	1
394	194	10
394	724	1
191	875	0
191	123	10
191	711	1
191	442	10
191	480	1
875	801	1
875	165	0
875	85	10
421	676	0
421	16	10
490	297	0
490	263	1
490	288	1
490	283	10
297	606	0
709	11	0
709	705	1
709	46	0
709	895	10
11	535	1
643	885	0
643	226	0
643	924	0
643	23	1
885	255	10
789	869	0
789	931	1
789	922	10
869	473	0
869	908	1
869	383	10
869	302	10
641	846	0
593	90	1
593	472	0
593	23	10
408	142	0
408	881	1
408	91	0
142	908	0
405	339	0
405	146	0
405	884	10
405	200	10
339	499	0
376	755	0
376	172	0
755	832	10
336	218	0
336	863	10
226	557	0
226	693	0
557	922	1
440	702	0
440	856	1
440	240	10
702	401	10
702	525	0
702	798	1
702	768	10
716	374	0
716	427	10
716	604	1
374	892	1
591	472	10
591	408	0
591	212	1
712	320	0
320	13	0
121	842	10
121	692	0
692	449	10
68	202	0
68	594	10
202	466	10
202	383	1
202	263	10
614	505	0
614	57	1
614	880	10
614	34	10
614	173	0
253	260	0
253	208	1
260	858	0
260	new_var_0	1
670	505	0
670	21	1
54	741	0
54	111	0
54	471	0
54	182	0
54	145	0
741	137	10
514	106	0
514	744	1
106	295	1
106	888	10
106	406	10
154	763	0
154	238	10
763	542	1
763	340	10
763	496	10
763	807	1
318	6	0
318	48	1
318	759	0
6	76	10
6	206	1
134	152	0
660	575	0
660	568	1
220	811	0
220	900	1
220	632	10
220	83	1
220	909	10
426	6	10
426	883	0
426	602	10
426	626	10
426	877	1
426	130	1
883	500	0
627	411	0
627	57	0
627	183	10
627	349	1
627	798	10
411	99	1
411	228	0
411	40	1
170	305	0
170	300	1
59	76	0
