676	103	10
676	16	10
676	291	1
676	410	10
676	177	10
676	507	1
676	906	1
822	608	10
822	760	1
822	457	10
354	784	10
354	346	1
30	842	10
30	743	10
734	82	10
739	63	10
534	555	0
534	387	0
534	602	0
534	491	0
534	711	10
534	464	10
140	191	10
140	670	0
140	877	10
140	266	10
842	30	10
842	692	10
842	743	10
305	892	1
305	300	1
305	230	1
305	365	1
99	228	1
99	412	0
99	40	1
605	574	10
605	361	0
605	230	0
605	175	1
605	83	0
466	263	10
90	472	1
90	846	10
90	535	10
90	880	1
90	392	10
90	798	10
90	584	10
90	231	1
90	573	10
90	42	1
100	272	10
100	618	1
100	255	1
100	467	10
854	725	0
854	397	1
295	634	10
295	550	10
295	44	1
295	678	10
295	145	10
295	824	1
295	67	1
589	17	1
832	536	0
778	935	10
778	227	0
778	130	10
472	90	1
472	408	10
472	23	10
394	773	10
394	410	1
394	480	1
536	832	0
536	139	1
536	333	1
191	140	10
191	670	10
191	877	10
875	170	10
875	498	1
875	473	1
875	901	1
875	474	10
875	123	10
875	116	10
875	227	1
875	711	1
875	442	10
875	818	10
875	480	1
297	263	1
297	288	1
297	283	10
11	705	1
11	46	0
11	895	10
885	226	0
885	924	0
885	270	1
885	23	1
789	441	10
789	133	10
869	931	1
869	704	1
869	922	10
641	105	10
846	90	10
846	336	1
846	203	1
846	873	1
846	671	1
846	584	10
846	868	1
846	613	1
408	472	10
408	212	1
142	106	1
142	355	10
142	881	1
142	91	0
339	146	0
339	884	10
339	200	10
755	172	0
755	272	10
755	28	0
755	544	1
755	938	1
336	846	1
336	203	1
336	802	1
336	671	1
336	323	10
336	228	10
336	148	10
336	219	10
336	868	0
218	863	10
218	767	1
218	425	1
218	194	1
226	885	0
226	640	10
226	924	0
226	109	10
226	23	1
557	693	0
557	379	10
557	726	10
557	240	10
440	814	10
440	1	10
440	674	1
702	856	1
702	240	10
702	275	1
716	206	10
716	232	10
374	427	10
374	604	1
591	36	10
712	892	10
320	596	10
121	318	1
121	352	10
121	429	10
121	32	10
121	850	10
692	842	10
692	441	1
692	184	10
68	524	1
202	855	1
202	927	1
202	626	1
202	594	10
614	902	10
614	663	10
614	633	10
614	442	1
614	177	10
614	515	1
505	57	1
505	880	10
505	34	10
505	173	0
505	21	1
260	208	1
670	140	0
670	191	10
670	765	1
670	877	10
741	111	0
741	461	10
741	471	0
741	182	0
741	145	0
106	142	1
106	744	1
763	238	10
318	121	1
318	425	0
318	194	1
318	267	0
6	883	10
6	602	10
6	626	10
6	48	1
6	759	0
134	786	0
134	736	10
152	488	10
575	298	1
575	568	1
575	118	1
575	108	10
811	900	1
811	632	10
811	83	1
811	909	10
426	109	1
883	6	10
883	602	10
883	626	10
883	877	1
883	130	1
411	57	0
411	183	10
411	349	1
411	798	10
170	875	10
170	705	1
170	418	1
59	610	10
76	0	1
76	459	10
76	330	1
401	525	10
401	768	10
401	101	10
401	344	10
225	82	0
111	741	0
111	471	0
111	182	0
111	145	0
826	34	1
826	74	10
878	102	1
386	740	10
574	605	10
574	361	10
574	640	10
574	858	10
574	765	0
574	291	10
574	230	10
574	83	10
574	353	0
886	608	1
361	605	0
361	574	10
361	230	0
361	175	1
361	380	10
361	83	0
287	675	0
287	471	1
287	267	10
863	218	10
215	572	10
215	397	10
215	470	10
747	501	1
555	534	0
555	602	0
555	102	1
555	898	1
555	491	0
555	711	10
555	464	10
13	537	1
13	432	10
13	358	1
441	789	10
441	692	1
441	133	10
25	921	1
498	875	1
498	120	0
137	75	0
137	272	1
137	497	1
900	811	1
900	474	1
900	745	10
900	155	1
900	83	1
473	875	1
473	901	1
473	415	1
473	331	10
473	908	1
473	892	10
473	383	10
473	302	10
473	227	1
473	347	10
503	925	0
503	454	1
931	869	1
463	398	10
652	824	10
652	81	1
70	240	1
70	350	10
70	423	10
70	332	10
640	226	10
640	574	10
640	765	10
640	109	10
640	818	1
640	454	10
419	671	1
525	401	10
525	798	1
525	768	10
57	505	1
57	411	0
57	183	10
57	349	1
57	798	10
57	173	1
325	938	10
325	721	1
151	423	10
236	298	1
236	538	10
236	631	10
767	218	1
767	477	1
767	519	1
767	622	1
767	194	0
767	128	10
352	121	10
352	169	0
352	429	10
352	32	0
352	178	0
352	530	1
352	850	0
565	182	1
855	202	1
855	927	0
855	626	1
855	288	1
535	90	10
535	392	10
535	798	10
535	413	10
810	159	0
834	432	10
834	685	10
834	442	1
834	706	1
425	218	1
425	318	0
425	194	1
217	608	1
217	887	10
