313	445
802	29
688	510
402	675
333	739
342	426
310	931
121	347
920	706
758	165
393	596
132	42
920	636
740	212
516	361
598	928
327	37
306	468
565	37
699	100
869	28
666	624
901	922
926	96
310	349
84	575
291	354
911	507
230	312
400	360
924	632
332	560
134	508
247	190
505	790
260	888
921	689
587	617
431	844
507	584
228	15
162	826
6	204
461	359
766	119
870	197
459	305
250	699
474	317
772	214
137	586
92	896
627	283
327	647
763	900
713	704
591	479
896	568
171	395
385	123
24	808
508	620
837	608
402	833
695	273
362	477
59	302
29	260
778	925
579	112
228	770
295	209
30	155
265	53
387	911
189	420
892	220
9	894
191	438
312	414
413	930
67	10
494	153
484	327
195	840
187	876
807	629
646	110
701	211
868	482
251	744
851	524
379	63
314	86
538	312
595	283
43	744
772	268
282	444
292	48
486	532
464	449
834	534
323	501
832	885
415	828
581	205
379	765
755	383
391	290
637	95
565	23
842	736
400	262
838	59
805	712
418	73
889	450
556	621
240	886
77	871
614	26
8	574
518	550
659	402
939	906
37	502
745	104
45	263
399	354
412	392
433	926
314	735
113	293
502	712
843	5
438	207
904	207
673	899
792	316
550	469
561	538
915	735
551	3
268	728
67	466
590	422
636	49
802	194
310	351
625	59
606	875
658	481
659	192
78	95
433	894
219	463
458	431
391	382
102	560
482	467
296	234
335	749
23	927
591	659
17	699
650	431
230	364
283	475
596	378
844	345
693	31
546	714
140	55
190	558
120	112
556	682
922	747
196	89
215	598
217	160
853	27
507	483
203	876
842	836
279	418
166	95
660	301
787	330
497	578
667	634
214	836
851	615
713	61
818	57
372	728
359	642
504	223
702	439
634	363
396	931
474	456
724	690
387	88
395	235
791	422
34	629
21	619
664	530
894	678
859	276
724	384
548	179
384	586
257	399
721	0
335	345
203	40
582	745
346	60
732	476
783	16
931	217
477	498
55	417
744	570
657	819
215	381
29	930
727	156
507	374
481	413
210	27
904	416
667	476
712	492
588	69
477	279
240	217
614	30
386	28
740	491
611	103
180	885
562	647
907	529
597	939
814	158
771	269
690	358
149	144
251	762
469	634
708	219
39	490
295	560
812	513
167	110
41	743
483	60
141	440
274	29
513	802
605	922
732	490
739	259
124	214
56	707
568	81
253	606
216	548
46	174
745	735
62	390
509	36
596	826
372	177
719	278
48	470
387	391
890	568
106	522
762	897
707	697
68	260
349	920
508	497
130	696
242	752
397	863
661	333
634	741
720	480
6	377
34	220
596	274
401	5
603	743
773	84
859	605
549	205
912	669
422	637
348	281
51	850
284	602
898	324
926	531
304	437
556	78
90	663
557	870
76	392
693	406
37	564
928	514
220	681
571	526
632	806
105	221
38	129
384	327
405	758
324	196
356	468
56	627
602	830
747	700
191	790
183	868
921	245
733	689
632	561
173	870
426	763
205	251
672	117
392	277
64	186
432	2
54	787
636	118
163	863
671	848
893	672
316	331
511	18
146	269
186	318
205	197
55	4
494	266
676	145
556	558
237	463
878	310
605	704
782	896
515	881
550	310
685	579
795	549
339	701
346	717
158	254
250	74
444	310
861	833
182	786
300	414
236	868
158	522
90	359
769	665
870	124
10	436
646	358
439	929
709	27
66	75
121	159
218	849
705	682
917	832
796	525
392	249
668	91
751	48
285	615
929	818
119	542
240	203
606	104
4	176
137	287
850	674
13	650
426	26
245	11
504	868
532	88
144	218
498	773
521	62
400	565
450	46
433	710
380	934
677	342
740	632
431	618
861	879
746	484
108	60
364	22
711	625
650	501
275	210
819	673
762	128
122	445
713	849
901	112
208	520
237	493
441	576
198	593
47	88
778	403
19	550
428	721
459	274
89	604
669	638
672	342
587	90
456	522
900	859
19	224
594	633
145	5
251	623
586	296
618	8
858	871
139	453
728	423
551	824
736	126
84	120
772	158
829	701
65	601
474	219
679	387
691	513
813	146
748	629
179	136
462	466
64	905
656	560
583	351
415	117
140	866
92	729
897	670
183	881
148	398
622	884
