96	153	1
96	800	1
96	875	1
96	780	1
96	938	1
96	454	1
96	245	0
96	706	1
96	404	1
96	819	1
96	166	1
96	703	1
96	858	1
96	119	1
96	494	1
96	610	1
96	280	1
96	722	1
96	571	1
96	271	1
96	326	1
96	684	1
96	163	1
96	803	1
96	757	1
96	568	1
96	518	1
96	833	1
96	68	1
96	488	1
96	777	1
96	727	1
96	320	1
96	668	1
96	311	1
96	415	1
96	450	1
96	481	1
96	797	1
96	828	1
96	351	1
96	75	1
96	637	1
96	790	1
96	55	1
96	401	1
96	498	1
96	133	1
96	593	1
96	239	1
96	85	1
659	692	1
659	473	1
659	70	1
659	303	1
659	610	1
659	280	1
659	538	1
659	882	1
659	794	1
659	40	1
659	376	1
659	899	1
659	481	1
659	700	1
659	663	1
659	928	1
483	875	1
483	780	1
483	343	1
483	848	1
483	178	1
483	706	1
483	193	1
483	894	1
483	919	1
483	295	1
483	746	1
483	305	1
483	181	1
483	502	1
483	819	1
483	690	1
483	870	1
483	14	1
483	642	1
483	84	1
483	392	1
483	685	1
483	577	1
483	478	1
483	442	1
483	423	1
483	571	1
483	271	1
483	775	1
483	522	1
483	762	1
483	163	1
483	461	1
483	433	1
483	768	1
483	458	1
483	462	1
483	68	1
483	488	1
483	274	1
483	69	1
483	688	1
483	92	1
483	476	1
483	868	1
483	921	1
483	450	1
483	822	1
483	427	1
483	366	10
483	725	1
483	456	1
483	428	1
483	284	1
483	526	1
483	474	1
483	498	1
483	133	1
875	419	10
875	297	10
875	556	10
875	68	1
875	488	1
875	366	10
875	209	10
875	498	0
574	295	10
574	605	10
574	718	10
574	78	1
574	54	1
574	395	1
574	887	1
843	295	1
843	881	1
843	126	1
843	782	1
843	679	1
843	99	1
843	562	1
843	135	1
843	748	1
843	764	1
576	295	1
576	44	0
576	703	10
576	858	10
576	84	1
576	266	10
576	688	1
576	428	1
576	853	10
708	193	10
708	19	10
708	437	10
708	502	10
708	335	10
708	317	10
708	747	10
708	164	10
708	725	10
708	88	10
708	781	10
677	215	10
677	788	10
677	635	10
827	359	10
