96	166	10
96	326	10
96	426	10
96	881	1
96	17	1
96	250	1
96	0	10
96	33	1
96	334	1
96	159	1
659	245	0
659	583	10
153	71	10
153	437	10
153	335	10
847	259	1
847	882	10
847	524	1
847	809	10
847	116	10
847	457	10
483	131	1
483	919	1
483	190	1
483	595	1
483	34	1
483	710	1
483	427	1
483	341	1
483	620	1
483	32	1
483	896	1
783	190	10
783	151	10
800	706	1
800	339	1
800	193	10
800	919	1
800	746	1
800	19	10
800	330	1
800	690	1
800	84	1
800	722	1
800	684	1
800	803	1
800	673	1
800	203	1
800	777	1
800	668	1
800	171	10
800	797	1
800	832	1
800	725	10
800	155	1
841	858	10
841	587	0
841	266	10
875	335	1
875	656	1
875	163	1
875	599	10
875	505	10
780	280	10
780	257	10
780	488	1
780	498	0
574	540	1
380	295	10
380	605	10
380	78	1
740	188	1
740	19	1
740	911	10
740	57	1
740	327	1
740	201	10
740	204	10
740	589	1
740	470	0
666	677	10
666	385	10
666	301	10
666	679	1
666	135	1
5	44	0
5	703	10
5	84	1
5	352	1
5	59	1
5	212	1
5	341	10
5	790	10
5	196	1
5	8	1
677	933	10
677	715	10
677	309	10
677	274	1
677	164	10
677	825	10
188	166	10
188	82	10
188	431	10
188	392	10
188	685	10
188	891	10
188	326	10
188	939	10
188	426	10
188	215	10
188	214	1
188	488	1
188	551	1
188	30	1
188	832	10
188	635	10
188	241	10
188	558	1
827	585	1
827	669	1
827	150	1
827	689	1
827	225	10
938	518	1
938	727	1
938	498	1
454	659	10
454	843	1
454	827	10
454	600	10
454	122	10
454	68	1
454	790	1
454	832	10
454	239	1
600	583	10
600	103	1
600	411	10
343	771	10
343	894	1
343	305	1
343	104	10
343	634	1
343	108	10
343	478	1
343	274	1
343	336	10
343	481	1
343	795	10
477	437	1
477	108	10
477	335	1
477	171	10
771	669	1
771	426	1
771	150	1
771	776	1
771	689	1
110	847	10
110	483	1
110	238	1
110	819	1
110	266	1
110	524	1
110	704	10
297	502	1
297	651	1
297	209	10
848	339	10
848	870	1
848	14	1
848	642	1
848	82	1
848	788	1
848	28	1
848	868	1
848	236	1
848	822	1
848	526	10
269	188	10
269	857	10
269	15	10
269	51	10
269	164	10
269	13	10
933	800	1
933	76	10
933	437	10
933	166	1
933	326	1
922	718	10
922	281	1
922	525	10
922	347	1
922	264	1
178	875	1
178	131	10
178	330	1
178	271	1
178	673	1
178	747	10
178	832	1
178	155	1
706	295	1
706	682	10
706	461	1
706	433	1
706	85	1
137	458	1
839	827	10
839	706	1
839	919	1
839	746	1
839	363	10
839	330	1
839	690	1
839	166	10
839	326	10
839	426	10
839	673	1
839	369	10
839	155	1
221	919	1
221	190	1
221	595	1
221	703	10
221	651	1
221	341	1
221	209	1
221	896	1
238	375	1
238	656	10
238	249	1
238	887	10
238	488	1
238	415	1
238	475	1
238	341	1
385	188	10
385	857	10
385	15	10
385	702	1
385	51	10
385	174	1
385	118	1
385	13	10
506	666	10
506	44	10
506	277	10
927	811	10
927	551	1
927	320	1
129	359	1
129	745	1
129	496	1
129	828	10
614	375	1
614	415	1
614	526	1
723	780	0
723	819	0
723	442	1
723	646	1
723	497	1
723	599	10
723	39	1
723	450	0
339	229	10
339	203	10
339	648	10
674	131	1
674	894	10
674	478	10
674	801	10
674	613	10
674	710	1
674	651	1
674	430	10
674	450	10
674	528	1
674	209	1
674	717	1
193	922	10
193	839	1
193	437	10
193	352	10
193	335	10
193	423	1
193	821	10
384	153	10
384	19	10
808	674	10
808	730	10
808	642	10
229	584	10
229	406	10
229	156	10
229	226	10
394	14	1
394	769	1
485	706	10
485	746	10
485	466	10
894	343	1
894	690	10
894	442	0
894	609	10
894	92	1
894	99	10
894	498	10
894	764	10
711	847	10
711	706	1
711	919	1
711	746	1
711	690	1
711	832	1
711	704	10
711	168	10
919	634	10
919	571	1
919	461	1
919	821	10
295	576	10
295	473	10
295	718	10
295	768	1
295	427	1
127	483	10
127	404	10
127	218	1
127	258	1
127	889	1
746	295	1
746	571	1
746	682	10
746	400	10
746	28	10
746	613	10
746	568	10
746	433	1
746	430	10
905	832	10
26	218	10
26	14	1
26	78	10
26	163	10
26	769	1
190	835	10
305	442	1
534	485	10
321	209	10
19	483	10
19	827	1
19	771	1
19	404	10
19	104	1
19	378	1
19	731	1
19	367	1
19	307	1
437	136	1
437	40	10
437	239	10
567	609	10
567	169	10
567	428	10
567	133	10
567	717	10
185	238	10
185	163	1
185	411	1
185	553	1
185	241	1
512	286	1
512	610	10
459	188	1
459	19	1
459	911	10
459	57	1
459	327	1
459	589	1
459	651	10
459	445	1
459	274	1
459	new_var_8	1
459	52	1
459	470	0
242	609	10
181	642	1
181	822	1
181	728	1
36	110	10
585	804	10
585	292	10
585	504	10
585	164	10
585	382	10
585	866	10
434	666	10
434	287	10
434	703	10
434	642	10
434	84	1
434	352	1
434	277	10
434	59	1
434	212	1
434	341	10
923	788	1
923	882	10
923	766	10
804	110	10
804	922	10
804	385	1
804	567	1
804	891	1
804	504	10
804	260	10
804	777	1
804	867	1
804	382	10
804	24	1
804	904	10
804	533	1
804	436	1
379	44	0
379	703	10
379	84	1
379	352	1
379	215	1
379	59	1
379	341	10
502	762	1
502	795	10
716	22	10
716	138	10
716	0	1
716	770	10
716	164	1
692	899	1
692	663	1
473	5	10
473	434	10
473	379	10
473	583	10
473	882	1
473	43	10
473	533	10
473	928	1
404	504	1
404	217	1
404	583	10
404	232	1
404	382	1
404	209	10
404	105	1
404	874	1
508	609	0
508	163	1
508	411	1
639	483	10
639	404	10
639	442	1
639	415	10
104	585	0
104	669	1
104	426	1
104	830	10
104	150	1
104	210	1
104	776	1
104	689	1
670	71	1
670	258	1
670	889	1
218	96	10
218	551	10
605	848	10
605	525	10
412	725	10
286	544	10
286	209	10
913	190	1
913	34	1
913	123	10
913	651	1
913	341	1
913	209	1
913	620	1
913	32	1
913	896	1
595	295	1
595	392	10
595	433	1
122	245	0
122	103	1
122	212	1
122	411	10
227	259	1
819	666	10
819	827	1
819	385	1
819	277	1
819	214	1
819	551	1
819	30	1
819	341	1
819	498	0
819	133	1
819	4	1
690	483	10
690	229	1
690	295	1
690	308	1
690	784	10
690	571	1
690	101	10
690	461	1
690	433	1
690	882	10
690	551	1
690	643	1
690	116	10
690	457	10
179	251	10
179	899	10
179	420	10
45	483	10
45	804	10
45	308	1
45	830	10
45	101	10
45	551	1
45	766	10
45	643	1
45	116	10
45	457	10
469	804	0
469	830	10
469	882	10
584	445	10
584	164	10
584	553	10
584	32	10
292	110	10
292	891	1
292	904	10
292	390	10
362	123	1
362	0	1
362	247	1
870	819	10
870	775	1
870	476	1
870	921	1
281	89	1
281	664	10
634	804	1
166	722	1
166	684	0
166	797	1
166	649	10
128	556	1
703	338	10
703	587	10
703	173	10
858	483	10
858	454	1
858	771	10
858	104	10
858	101	10
858	518	1
858	882	10
858	727	1
858	637	1
858	116	10
858	498	1
858	390	10
858	457	10
857	827	0
857	82	10
857	431	10
857	891	10
857	215	10
857	488	1
857	734	10
857	700	10
857	635	10
857	241	10
34	385	1
34	567	1
34	99	10
34	764	10
34	24	1
34	224	1
108	417	10
108	739	1
108	30	10
119	800	1
119	295	10
119	593	1
494	667	10
494	196	10
895	70	1
895	685	10
895	939	10
895	830	10
895	83	10
895	538	1
895	700	0
149	447	1
149	169	10
730	427	0
815	434	1
815	new_var_3	1
624	16	1
359	0	1
359	889	1
359	164	1
359	616	10
378	585	1
378	426	1
378	776	1
669	322	10
669	804	1
669	540	1
669	436	10
14	819	10
14	476	1
14	921	1
14	77	10
642	580	1
642	801	10
642	462	1
642	427	0
642	118	0
642	528	1
642	717	1
70	447	10
70	40	1
303	19	1
303	57	1
303	280	1
303	327	1
303	39	10
303	795	10
581	667	10
581	196	10
84	153	10
84	848	1
84	127	10
84	181	1
84	803	10
84	456	1
352	204	1
352	860	1
78	68	10
78	496	10
335	153	1
335	786	1
335	134	1
784	188	1
784	804	10
784	20	10
784	522	10
784	589	1
784	new_var_8	1
784	52	1
784	470	1
57	922	10
57	339	10
57	808	10
57	437	1
57	605	10
57	359	10
57	335	1
57	731	1
57	16	10
57	367	0
15	827	10
15	502	1
15	685	10
15	939	10
15	215	10
15	635	10
82	659	1
82	600	1
82	122	1
82	837	10
82	881	1
82	250	1
82	33	0
912	84	1
912	392	1
277	702	1
277	715	1
277	174	1
431	659	1
431	600	1
