96	659	0
96	600	0
96	122	0
659	103	1
659	411	10
115	153	0
115	639	10
153	483	10
153	404	0
847	483	0
847	101	10
483	651	1
483	209	0
783	800	0
783	432	1
800	795	10
841	338	0
841	879	1
338	725	10
338	654	10
875	780	0
875	819	0
875	450	0
780	666	10
780	133	1
574	380	0
574	919	10
574	501	1
675	740	0
675	54	10
740	new_var_8	1
740	52	1
843	666	0
843	272	0
843	408	1
843	842	1
666	656	0
666	887	10
576	5	0
576	434	0
576	379	0
576	583	0
576	0	1
576	43	10
576	533	10
721	313	0
721	792	10
721	361	1
708	677	0
708	269	10
708	668	10
677	188	0
677	819	1
677	857	0
677	15	10
677	51	0
677	13	0
188	827	0
827	426	0
827	776	0
938	96	10
938	454	0
938	637	1
454	800	1
454	166	0
454	326	0
454	426	10
600	245	0
245	703	1
691	800	10
691	343	0
691	280	1
691	445	10
691	548	1
343	171	10
477	827	1
477	771	0
477	104	0
477	378	1
477	307	1
771	585	0
771	830	10
131	847	1
131	110	0
131	594	1
131	528	10
110	259	1
482	480	0
480	101	1
480	540	10
419	297	0
419	556	10
419	806	1
322	848	0
322	754	10
322	317	0
849	389	0
269	933	0
269	309	10
933	843	1
933	716	10
933	929	10
933	68	1
922	848	0
922	810	1
922	215	1
922	588	1
178	706	0
178	919	1
178	746	0
178	690	1
178	466	10
706	571	1
706	28	10
468	477	0
468	705	1
468	422	0
76	740	0
76	459	0
76	784	1
76	682	0
76	376	10
137	839	0
137	905	10
839	832	0
579	221	0
579	232	0
221	894	10
221	34	0
221	881	10
221	620	1
221	32	1
238	677	10
238	385	0
238	277	1
238	4	1
385	715	0
385	825	10
506	287	0
506	642	0
287	580	1
287	118	0
387	927	0
387	621	0
387	251	0
387	422	1
927	875	10
927	514	1
694	477	0
694	19	1
694	311	10
580	129	0
580	355	1
580	701	1
580	795	10
580	452	10
614	875	0
614	723	0
614	519	0
723	335	1
723	656	1
723	505	10
339	674	0
339	730	0
339	642	0
339	445	1
674	427	0
884	137	1
884	193	0
884	811	10
193	458	1
698	384	0
384	275	1
384	498	10
808	229	0
808	203	10
808	648	10
229	811	1
229	842	10
877	792	0
394	178	10
394	485	0
394	829	1
394	24	10
485	131	10
485	688	1
314	22	0
22	26	0
22	27	10
22	87	1
623	894	0
623	242	10
623	488	10
484	711	0
484	528	10
711	193	10
711	330	0
711	673	1
711	155	1
919	295	0
919	605	10
919	433	1
127	71	0
71	653	1
71	795	1
746	461	1
905	363	0
363	673	1
363	540	0
190	305	0
190	481	10
305	343	1
305	92	1
305	763	10
305	284	10
534	22	0
534	887	1
534	138	10
321	544	0
544	574	1
544	509	10
544	150	1
544	758	0
19	437	0
19	335	0
437	134	1
567	185	0
567	508	0
567	271	0
567	225	0
185	609	0
259	512	0
259	412	1
259	67	10
443	459	0
443	400	0
443	263	1
459	201	10
459	204	10
521	242	0
911	800	1
911	188	10
911	454	10
911	178	1
911	839	0
911	711	1
911	788	10
911	260	0
911	542	10
552	181	0
552	520	1
181	870	0
181	14	0
181	715	10
181	868	1
36	754	0
754	339	10
754	882	1
585	445	10
585	358	1
585	32	10
434	44	0
44	295	1
44	853	10
923	804	0
923	830	10
804	390	10
379	212	1
502	193	0
502	19	10
502	921	1
502	725	0
386	716	0
386	361	10
716	706	1
716	485	10
692	576	10
692	473	0
692	794	1
404	568	1
508	238	10
855	639	0
855	478	1
855	368	10
670	218	0
670	163	10
218	611	1
218	936	10
605	718	0
412	286	0
286	660	1
913	919	1
913	595	0
913	320	10
122	583	10
227	238	1
227	819	0
227	266	1
819	488	1
330	922	10
330	365	1
248	847	10
248	690	0
248	45	0
248	858	10
248	621	1
248	171	1
248	160	0
414	179	0
414	100	10
414	653	10
414	427	1
179	27	1
179	874	10
45	229	1
45	882	10
319	923	0
319	45	10
319	469	0
469	766	10
584	804	0
584	292	0
584	866	0
292	867	1
292	533	1
292	436	1
207	362	0
207	254	1
870	77	10
281	634	0
281	689	1
281	601	10
634	33	1
778	706	0
166	803	0
166	777	0
629	800	0
629	502	10
629	0	1
629	174	1
128	506	10
128	434	0
128	302	10
128	234	10
128	new_var_3	1
703	938	1
703	858	0
703	757	1
703	266	10
703	450	1
857	685	10
857	939	10
857	214	1
857	551	1
857	30	1
767	437	0
767	18	0
767	382	10
34	777	1
256	108	0
256	761	0
108	613	0
108	809	1
108	408	10
119	494	0
119	915	10
494	55	0
308	857	10
308	895	0
308	103	0
895	238	1
895	734	0
895	255	1
149	76	0
730	801	10
730	528	1
730	717	1
465	815	0
465	415	10
815	556	0
624	359	0
359	347	1
359	307	10
378	669	0
378	150	0
378	689	1
378	11	10
669	68	1
669	199	10
14	775	1
70	303	0
70	610	1
70	779	10
303	729	10
158	581	0
152	84	0
84	688	0
84	428	0
811	352	0
811	821	0
660	78	0
660	355	10
78	711	10
78	395	1
335	136	1
784	19	1
784	57	0
784	219	10
784	327	0
784	111	10
556	174	1
556	209	10
15	96	1
15	82	0
15	431	0
15	891	10
15	936	1
15	241	10
82	159	1
912	277	0
277	179	10
277	118	1
431	250	1
431	33	0
603	483	0
603	221	1
603	913	1
603	920	0
603	678	0
603	616	10
920	896	1
392	848	1
392	181	0
392	456	1
80	375	0
685	84	0
685	392	1
824	855	1
824	54	0
824	8	10
572	585	10
572	584	0
572	668	10
136	485	0
610	280	0
280	481	1
525	230	0
525	762	10
525	457	1
230	156	1
230	334	10
536	918	0
536	225	10
536	543	0
536	398	1
918	155	10
731	153	10
731	19	0
317	236	1
656	153	1
656	786	0
656	781	10
183	581	10
183	915	0
915	667	10
915	196	0
915	8	1
810	718	10
810	82	0
810	684	10
130	194	0
130	103	10
194	447	0
460	321	0
460	286	10
460	48	10
897	922	0
897	617	1
897	329	1
294	194	10
294	9	0
294	762	1
9	114	1
219	922	10
219	605	0
219	16	0
219	795	1
16	525	10
891	837	0
837	153	10
837	127	0
837	670	1
837	803	10
837	309	1
837	793	1
504	577	0
504	67	10
577	168	10
738	63	0
63	587	0
478	690	10
478	442	0
442	784	10
325	466	0
466	525	1
466	682	10
774	711	0
774	577	10
217	423	0
423	567	10
423	685	1
423	271	1
423	441	10
423	474	0
423	764	10
702	669	10
702	301	0
702	844	1
702	92	10
301	697	1
722	119	0
722	75	1
722	562	10
583	352	1
583	59	1
583	341	10
515	108	0
114	873	0
873	96	0
693	509	0
693	432	10
693	368	10
509	686	10
509	17	0
509	334	1
609	884	10
609	57	1
278	722	1
278	929	0
278	150	10
278	27	10
929	51	1
929	729	1
929	770	10
801	754	1
801	391	0
801	264	10
391	0	10
571	875	1
571	271	0
571	55	10
271	163	1
898	580	10
898	900	0
898	38	1
326	722	1
326	684	0
326	797	1
713	804	0
713	34	1
713	20	0
713	522	0
713	107	1
20	567	1
20	260	10
20	24	1
302	666	0
302	399	1
939	16	1
939	63	0
939	705	1
426	935	1
426	649	10
627	221	10
627	228	0
627	921	1
489	715	0
715	819	10
715	118	1
582	46	0
582	676	1
46	343	0
46	476	1
46	909	10
686	404	1
686	830	0
686	83	0
830	504	0
830	217	1
830	382	0
331	229	0
775	522	0
775	487	10
522	922	10
364	738	1
364	621	0
621	811	10
621	551	1
215	788	0
258	194	1
258	935	0
258	347	10
258	657	1
935	13	0
935	906	10
79	406	0
406	82	0
406	803	1
541	898	0
541	664	0
162	468	0
682	188	1
682	589	1
682	470	0
671	480	0
272	301	10
121	343	10
121	477	0
121	515	10
745	327	0
327	359	10
327	731	1
327	367	0
150	322	10
150	540	1
931	762	0
931	637	10
931	876	1
147	84	0
147	837	10
147	908	1
587	568	1
864	839	10
864	810	1
864	402	0
864	673	10
864	638	10
402	606	1
83	232	1
83	105	1
83	874	1
449	217	1
449	400	0
449	568	10
400	651	10
400	445	1
400	274	1
31	473	0
31	62	1
58	515	1
58	28	0
58	366	1
28	913	1
28	301	10
28	803	1
28	750	10
249	96	0
249	509	1
249	551	10
530	550	0
530	657	10
530	451	10
550	505	1
550	279	10
27	78	10
