393	190
146	248
91	218
95	262
33	297
227	307
45	370
12	56
277	92
38	15
364	234
416	333
282	333
386	49
359	289
313	276
103	27
201	56
87	110
99	416
320	422
372	145
163	70
267	434
322	354
62	321
293	288
331	314
43	128
226	281
120	163
171	205
114	39
210	65
241	350
89	26
277	330
339	305
194	178
359	308
352	253
413	304
384	329
348	431
210	356
141	40
50	154
425	37
105	152
392	364
61	11
18	226
228	113
30	152
279	375
343	321
265	380
57	292
122	153
161	36
137	322
218	295
428	132
99	264
80	230
68	68
308	255
414	158
117	276
256	38
304	171
244	167
270	142
415	294
211	34
12	255
70	419
161	205
218	334
309	301
296	137
239	340
310	125
423	301
377	185
323	69
332	366
287	163
144	119
293	351
392	253
5	10
308	83
355	230
390	436
349	400
415	91
165	255
174	331
147	318
189	287
94	73
296	129
126	149
255	386
289	108
84	335
132	396
285	201
314	66
78	329
192	227
297	435
201	170
32	277
150	62
175	59
201	290
61	424
162	342
402	384
219	287
372	105
58	96
68	372
253	198
129	17
80	386
26	252
63	269
281	117
293	290
256	70
350	345
64	245
365	410
69	15
299	86
366	266
294	243
130	11
94	93
265	291
187	72
161	167
409	141
365	237
393	348
328	277
377	79
332	97
48	164
245	358
34	70
12	231
415	56
158	374
384	219
361	338
52	219
366	180
7	317
354	102
422	9
390	62
54	18
181	103
217	258
302	375
293	24
367	98
201	424
363	68
258	307
266	61
87	392
394	27
235	41
360	245
360	9
399	39
223	106
398	74
140	163
346	20
358	218
354	229
124	15
143	301
386	401
232	22
137	263
65	385
262	45
425	262
114	56
110	47
374	306
387	20
205	292
84	394
58	161
142	275
410	203
68	347
382	162
34	105
126	216
412	18
296	25
287	288
32	155
247	255
358	344
410	364
299	215
102	170
171	416
294	260
163	200
203	330
140	142
18	274
190	403
247	110
1	288
376	374
274	264
263	274
410	281
296	40
42	285
184	315
91	422
430	10
83	326
332	345
221	296
183	348
77	71
106	201
51	42
81	9
129	379
393	315
200	249
436	369
49	221
19	20
90	42
254	349
26	85
336	411
55	383
11	91
192	331
236	271
341	154
298	354
325	319
395	310
95	285
136	412
83	343
290	401
114	272
276	63
284	235
25	41
288	313
318	276
317	88
58	198
273	297
261	205
45	18
328	181
199	351
217	364
367	336
360	150
129	393
271	252
343	388
99	318
319	32
136	35
248	152
68	293
266	323
38	257
287	409
434	129
300	200
106	116
11	72
14	160
182	106
389	354
409	228
431	291
4	150
304	235
290	209
432	74
401	246
189	325
22	207
402	14
211	215
199	296
140	27
