723	408
851	841
540	32
540	436
418	651
418	305
25	821
25	801
491	669
491	797
491	61
491	278
634	412
634	504
634	844
634	858
634	163
213	726
590	59
590	656
590	538
142	146
142	108
716	401
716	152
138	465
3	645
3	883
3	437
3	156
657	811
657	468
657	375
657	420
676	131
676	72
676	613
676	82
557	726
557	111
461	536
575	757
575	686
99	269
99	133
661	363
661	582
345	789
345	431
345	90
345	668
345	320
345	126
93	115
93	839
93	210
366	329
366	390
366	7
446	259
493	268
373	700
373	124
373	458
462	760
462	625
462	796
709	286
709	127
861	259
861	535
523	212
523	225
523	36
523	35
523	148
254	328
621	235
621	528
788	185
788	102
788	231
788	867
788	558
788	874
328	254
328	519
328	204
328	239
610	106
86	496
86	600
556	836
695	84
695	534
26	576
617	171
637	433
637	221
761	477
492	776
248	490
248	714
248	712
248	481
401	716
401	152
688	632
688	131
688	888
688	233
632	688
632	131
632	888
632	233
632	908
632	92
536	461
606	302
335	671
335	555
335	818
698	280
698	168
235	621
235	79
235	528
235	267
9	84
408	723
726	213
726	557
726	111
789	345
789	431
789	90
789	668
789	320
789	126
770	827
651	418
651	305
710	364
643	312
455	12
259	446
259	861
259	535
259	399
259	242
259	251
259	153
819	815
819	823
412	634
412	268
412	711
412	938
412	358
412	844
412	808
412	163
569	816
569	742
453	377
268	493
268	412
268	365
268	280
113	203
113	85
565	121
565	8
565	55
565	895
565	265
565	332
854	904
854	124
666	619
666	321
666	270
669	491
737	341
84	695
84	9
84	534
711	412
711	137
711	938
711	358
711	808
711	7
311	736
707	644
707	130
707	383
841	851
841	844
841	32
841	307
79	235
79	267
577	539
577	641
594	722
594	284
594	838
431	345
431	789
431	90
431	668
431	320
431	126
528	621
528	235
776	492
776	467
122	327
122	139
122	554
137	711
137	67
137	7
154	272
154	8
501	133
116	576
116	7
616	764
616	623
811	657
811	468
811	94
811	123
811	370
811	420
185	788
185	867
614	77
722	594
722	39
722	838
722	756
115	93
115	839
382	70
382	226
282	547
282	299
37	853
212	523
212	225
212	36
212	35
212	148
131	676
131	688
131	632
131	888
131	72
131	233
131	165
131	404
131	924
131	318
353	798
353	365
353	310
353	351
353	510
353	763
353	935
353	882
150	6
576	26
576	116
576	7
202	247
90	345
90	789
90	431
90	668
90	320
90	126
798	353
798	500
931	47
938	412
938	711
938	358
938	279
938	511
938	808
938	639
619	666
619	321
619	270
490	248
490	107
490	712
490	157
321	666
321	619
321	270
312	643
329	366
329	390
329	7
537	49
77	614
327	122
327	762
327	554
144	929
504	634
188	34
188	139
468	657
468	811
468	48
468	420
50	305
868	325
868	224
868	472
868	74
496	86
339	463
169	49
169	395
714	248
714	481
241	230
241	893
241	218
241	833
463	339
240	936
495	919
107	490
107	157
107	583
225	523
225	212
225	36
225	394
225	35
225	148
118	399
365	268
365	353
365	310
645	3
645	883
645	894
645	890
645	156
904	854
904	75
904	859
230	241
230	833
372	906
372	805
341	737
314	129
883	3
883	645
883	156
34	188
34	139
49	537
49	169
49	395
816	569
816	742
272	154
272	516
272	19
690	837
266	388
539	577
539	641
452	441
452	850
671	335
671	250
671	555
671	818
684	371
94	811
94	370
604	340
267	235
267	79
129	314
129	181
358	412
358	711
358	938
358	808
279	938
279	511
279	674
279	639
668	345
668	789
668	431
668	90
668	320
668	126
837	690
919	495
652	250
336	147
809	102
324	53
324	0
324	226
602	925
602	834
433	637
433	715
549	793
549	474
844	634
844	412
844	841
844	32
844	163
844	307
760	462
286	709
286	127
753	757
753	689
631	199
121	565
121	332
871	826
320	345
320	789
320	431
320	90
320	668
320	126
8	565
8	154
8	263
8	55
8	818
8	346
441	452
441	392
441	850
888	688
888	632
888	131
888	233
102	788
102	809
102	231
102	558
102	874
793	549
793	474
31	870
733	803
53	324
53	226
310	353
310	365
757	575
757	753
757	686
757	689
325	868
325	862
325	472
72	676
72	131
534	695
534	84
894	645
894	323
894	890
32	540
32	841
32	844
32	307
12	455
12	886
633	145
633	833
911	731
815	819
815	823
106	610
106	625
106	302
106	179
221	637
516	272
363	661
363	582
231	788
231	102
231	558
231	874
700	373
700	124
700	458
511	938
511	279
511	186
511	281
511	639
519	328
519	239
552	184
701	204
701	114
625	462
625	106
625	302
625	796
625	179
625	39
644	707
184	552
797	491
797	61
797	278
130	707
130	383
58	782
925	602
925	834
250	671
250	652
827	770
827	477
323	894
808	412
808	711
808	938
808	358
808	111
808	281
535	861
535	259
535	304
605	402
605	838
605	683
146	142
146	108
95	618
95	520
95	599
641	577
641	539
624	897
117	167
117	893
117	855
936	240
862	325
712	248
712	490
762	327
762	694
555	335
555	671
555	439
555	818
555	96
263	8
263	818
547	282
547	155
799	524
55	565
55	8
181	129
233	688
233	632
233	131
233	888
157	490
157	107
658	779
658	842
155	547
890	645
890	894
500	798
478	319
895	565
895	265
280	698
280	268
280	134
280	498
162	299
162	477
521	792
579	573
579	758
579	381
125	215
823	819
823	815
59	590
59	656
59	538
145	633
145	833
715	433
399	259
399	118
399	242
399	251
399	153
467	776
779	658
779	842
224	868
302	606
302	106
302	625
302	179
663	91
83	920
123	811
75	904
75	859
269	99
269	133
186	511
186	281
284	594
61	491
61	797
61	278
897	624
442	704
906	372
906	805
908	632
908	92
22	864
91	663
111	557
111	726
111	808
112	743
112	88
834	602
834	925
834	487
573	579
573	758
573	381
674	279
439	555
439	96
437	3
364	710
36	523
36	212
36	225
36	35
36	148
6	150
299	282
299	162
836	556
165	131
165	404
375	657
656	590
656	59
656	538
796	462
796	625
351	353
351	510
351	882
394	225
270	666
270	619
270	321
472	868
472	325
167	117
413	745
413	275
413	553
867	788
867	185
392	441
304	535
477	761
477	827
477	162
686	575
686	757
731	911
743	112
743	88
139	122
139	188
139	34
51	281
481	248
481	714
481	207
481	344
265	565
265	895
660	66
70	382
70	226
893	241
893	117
893	855
370	811
370	94
370	768
281	511
281	808
281	186
281	51
242	259
242	399
242	251
242	153
88	112
88	743
156	3
156	645
156	883
152	716
152	401
510	353
510	351
510	350
510	882
864	22
870	31
824	278
764	616
764	859
764	623
689	753
689	757
704	442
67	137
558	788
558	102
558	231
558	874
168	698
203	113
736	311
404	131
404	165
247	202
745	413
745	553
377	453
805	372
805	906
821	25
821	801
124	373
124	854
124	700
124	458
207	481
207	344
920	83
839	93
839	115
487	834
702	898
218	241
929	144
251	259
251	399
251	242
251	153
126	345
126	789
126	431
126	90
126	668
126	320
126	822
340	604
319	478
319	748
133	99
133	501
133	269
35	523
35	212
35	225
35	36
35	148
886	12
886	717
782	58
818	335
818	671
818	8
818	555
818	263
792	521
305	418
305	651
305	50
582	661
582	363
582	608
742	569
742	816
833	241
833	230
833	633
833	145
924	131
924	318
278	491
278	797
278	61
278	824
96	555
96	439
48	468
179	106
179	625
179	302
474	549
474	793
826	871
449	887
436	540
858	634
66	660
787	909
0	324
163	634
163	412
163	844
859	904
859	75
859	764
748	319
758	579
758	573
758	381
134	280
19	272
618	95
618	520
318	131
318	924
498	280
215	125
275	413
210	93
204	328
204	701
204	114
39	722
39	625
39	274
39	756
420	657
420	811
420	468
850	452
850	441
402	605
520	95
520	618
898	702
458	373
458	700
458	124
608	582
583	107
47	931
623	616
623	764
395	169
395	49
332	565
332	121
838	594
838	722
838	605
838	683
842	658
842	779
842	414
763	353
763	935
383	707
383	130
381	579
381	573
381	758
381	473
153	259
153	399
153	242
153	251
74	868
274	39
390	366
390	329
390	7
92	632
92	908
538	590
538	59
