723	213
723	726
851	50
851	305
540	455
540	12
418	698
418	280
25	162
491	354
634	132
634	413
634	745
634	553
213	176
590	434
590	22
142	302
716	25
716	688
716	632
716	131
716	888
716	233
716	821
716	801
3	446
3	624
3	481
657	788
657	185
657	384
657	500
657	867
676	534
676	823
676	404
676	195
557	352
557	176
575	325
661	766
345	417
345	798
345	690
345	837
345	223
345	500
345	488
93	570
93	432
366	914
446	819
446	815
446	823
373	762
373	510
373	350
373	694
462	202
462	653
462	247
709	220
709	753
709	757
709	689
861	819
861	815
861	605
861	823
861	838
861	683
523	118
523	272
523	516
523	399
523	361
523	721
523	199
254	610
254	106
621	657
621	569
621	811
621	468
621	816
621	742
621	420
788	716
788	401
788	152
788	189
788	499
328	430
328	218
610	637
610	221
86	173
695	117
695	167
637	847
248	382
248	327
248	762
248	162
248	477
248	70
248	226
401	25
401	138
401	821
401	465
401	801
688	534
688	823
688	702
688	898
632	534
632	823
632	22
632	413
632	864
632	275
536	18
335	871
335	459
335	826
698	121
235	788
235	569
235	866
235	816
235	102
235	231
235	558
235	742
235	874
9	117
9	167
408	851
408	841
726	590
726	352
789	417
789	690
789	837
789	223
789	488
770	131
770	165
770	404
651	491
651	698
651	797
651	280
651	61
651	278
643	590
643	59
643	656
643	538
259	605
259	162
259	112
259	299
259	126
259	319
259	838
259	822
259	683
819	467
412	311
412	707
412	279
412	132
412	674
412	818
569	86
569	594
569	284
453	328
268	151
268	552
268	413
268	745
268	553
113	723
113	408
113	856
565	280
565	498
854	241
854	230
854	833
666	709
666	868
666	475
666	286
666	325
666	472
666	127
737	314
84	30
84	182
711	707
711	279
711	674
711	413
711	745
711	818
711	553
841	455
841	132
841	12
79	657
79	811
79	468
79	420
577	777
594	844
594	535
594	304
431	798
431	690
431	837
431	223
431	500
431	488
528	657
528	788
528	811
528	468
528	102
528	231
528	558
528	420
528	874
776	784
122	144
122	715
122	376
137	311
137	700
616	211
616	689
811	616
811	811
811	43
811	815
811	500
185	716
185	401
185	152
185	291
722	353
722	671
722	763
722	935
115	570
115	366
382	140
282	272
282	19
212	118
212	272
212	516
212	624
212	399
212	897
212	361
212	721
131	534
131	130
131	413
131	653
131	702
131	275
131	898
131	822
353	324
353	903
353	552
353	224
353	0
150	929
576	616
576	764
576	623
202	671
202	250
90	417
90	798
90	690
90	837
90	223
90	500
798	11
938	248
938	311
938	707
938	490
938	279
938	712
938	674
938	413
938	745
938	553
619	709
619	868
